Parent id number,Id number,Shortname,Description,Description format,Scale values,Scale configuration,Rule type,Rule outcome,Rule config,Cross referenced competency id numbers,Exported id,Is framework,Taxonomy
,CUADAN408 (2017),CUADAN408: Develop expertise in ballet technique (2017),,1,,,,,,2017,,,
,CUADAN409 (2017),CUADAN409: Develop expertise in contemporary dance technique (2017),,1,,,,,,2017,,,
,CUADAN501 (2017),CUADAN501: Refine ballet technique (2017),,1,,,,,,2017,,,
,CUADAN502 (2017),CUADAN502: Refine ballet performance skills (2017),,1,,,,,,2017,,,
,CUADAN503 (2017),CUADAN503: Perform repertoire for corps de ballet (2017),,1,,,,,,2017,,,
,CUADAN504 (2017),CUADAN504: Perform ballet solo variations (2017),,1,,,,,,2017,,,
,CUADAN505 (2017),CUADAN505: Refine contemporary dance technique (2017),,1,,,,,,2017,,,
,CUADAN506 (2017),CUADAN506: Refine cultural dance technique (2017),,1,,,,,,2017,,,
,CUADAN507 (2017),CUADAN507: Refine dance partnering techniques (2017),,1,,,,,,2017,,,
,CUADAN509 (2017),CUADAN509: Refine pointe work techniques (2017),,1,,,,,,2017,,,
,CUADLT402 (2017),CUADLT402: Explore the relationship between music and dance (2017),,1,,,,,,2017,,,
,CUADTM401 (2017),CUADTM401: Plan and organise dance classes (2017),,1,,,,,,2017,,,
,CUADTM402 (2017),CUADTM402: Teach basic classical ballet dance technique (2017),,1,,,,,,2017,,,
,CUADTM403 (2017),CUADTM403: Apply safe dance teaching methods (2017),,1,,,,,,2017,,,
,CUADTM404 (2017),CUADTM404: Teach basic jazz dance technique (2017),,1,,,,,,2017,,,
,CUADTM405 (2017),CUADTM405: Teach basic contemporary dance technique (2017),,1,,,,,,2017,,,
,CUADTM411 (2017),CUADTM411: Teach basic dance technique (2017),,1,,,,,,2017,,,
,CUADTM501 (2017),CUADTM501: Maintain professional practice as a dance school or studio manager (2017),,1,,,,,,2017,,,
,CUADTM502 (2017),CUADTM502: Teach medium level classical ballet dance technique (2017),,1,,,,,,2017,,,
,CUADTM503 (2017),CUADTM503: Teach medium level jazz dance technique (2017),,1,,,,,,2017,,,
,CUADTM504 (2017),CUADTM504: Teach medium level contemporary dance technique (2017),,1,,,,,,2017,,,
,CUADTM508 (2017),CUADTM508: Refine dance teaching methodologies (2017),,1,,,,,,2017,,,
,CUADTM509 (2017),CUADTM509: Refine professional practice as a dance teacher (2017),,1,,,,,,2017,,,
,CUAIND301 (2017),CUAIND301: Work effectively in the creative arts industry (2017),,1,,,,,,2017,,,
,CUAIND502 (2017),CUAIND502: Maintain and apply creative arts industry knowledge (2017),,1,,,,,,2017,,,
,CUAIND601 (2017),CUAIND601: Work professionally in the creative arts industry (2017),,1,,,,,,2017,,,
,CUALGT201 (2017),CUALGT201: Develop basic lighting skills and knowledge (2017),,1,,,,,,2017,,,
,CUALGT301 (2017),CUALGT301: Operate basic lighting (2017),,1,,,,,,2017,,,
,CUAMUP301 (2017),CUAMUP301: Prepare personal appearance for performances (2017),,1,,,,,,2017,,,
,CUAMUP501 (2017),CUAMUP501: Apply theatrical make-up and hairstyles (2017),,1,,,,,,2017,,,
,CUAPPM401 (2017),CUAPPM401: Contribute to the organisation of productions (2017),,1,,,,,,2017,,,
,CUAPPM501 (2017),CUAPPM501: Manage small-scale live productions (2017),,1,,,,,,2017,,,
,CUAPRF301 (2017),CUAPRF301: Create and tell stories (2017),,1,,,,,,2017,,,
,CUAPRF306 (2017),CUAPRF306: Develop musical theatre techniques (2017),,1,,,,,,2017,,,
,CUAPRF307 (2017),CUAPRF307: Develop performance techniques (2017),,1,,,,,,2017,,,
,CUAPRF402 (2017),CUAPRF402: Develop conceptual and expressive skills as a performer (2017),,1,,,,,,2017,,,
,CUAPRF404 (2017),CUAPRF404: Refine movement skills for performance (2017),,1,,,,,,2017,,,
,CUAPRF405 (2017),CUAPRF405: Rehearse technique for performance (2017),,1,,,,,,2017,,,
,CUAPRF407 (2017),CUAPRF407: Develop expertise in musical theatre techniques (2017),,1,,,,,,2017,,,
,CUAPRF501 (2017),CUAPRF501: Refine performance techniques (2017),,1,,,,,,2017,,,
,CUAPRF503 (2017),CUAPRF503: Prepare for performances in a competitive environment (2017),,1,,,,,,2017,,,
,CUARES601 (2017),CUARES601: Research and apply concepts of live performance practice (2017),,1,,,,,,2017,,,
,CUASET201 (2017),CUASET201: Develop basic skills in set construction (2017),,1,,,,,,2017,,,
,CUASOU201 (2017),CUASOU201: Develop basic audio skills and knowledge (2017),,1,,,,,,2017,,,
,CUAVOS302 (2017),CUAVOS302: Develop vocal techniques for use in performance (2017),,1,,,,,,2017,,,
,CUAWHS301 (2017),CUAWHS301: Condition the body for dance performance (2017),,1,,,,,,2017,,,
,CUAWHS401 (2017),CUAWHS401: Apply movement and behavioural principles to physical conditioning (2017),,1,,,,,,2017,,,
,CUAWHS402 (2017),CUAWHS402: Participate in gym and weight training for performances (2017),,1,,,,,,2017,,,
,CUAWHS403 (2017),CUAWHS403: Incorporate anatomy and nutrition principles into skill development (2017),,1,,,,,,2017,,,
,CUAWHS501 (2017),CUAWHS501: Maintain a high level of fitness for performance (2017),,1,,,,,,2017,,,
,CUAWHS602 (2017),CUAWHS602: Develop techniques for maintaining resilience in a competitive environment (2017),,1,,,,,,2017,,,
,CUAWRT501 (2017),CUAWRT501: Write about dance (2017),,1,,,,,,2017,,,
,CUFANM301A (2017),CUFANM301A: Create 2D digital animations (2017),,1,,,,,,2017,,,
,CUFANM303A (2017),CUFANM303A: Create 3D digital models (2017),,1,,,,,,2017,,,
,CUFBRD301A (2017),CUFBRD301A: Perform basic transmission operations (2017),,1,,,,,,2017,,,
,CUFCMP301A (2017),CUFCMP301A: Implement copyright arrangement (2017),,1,,,,,,2017,,,
,CUFDIG201A (2017),CUFDIG201A: Maintain interactive content (2017),,1,,,,,,2017,,,
,CUFDIG301A (2017),CUFDIG301A: Prepare video assets (2017),,1,,,,,,2017,,,
,CUFDIG302A (2017),CUFDIG302A: Author interactive sequences (2017),,1,,,,,,2017,,,
,CUFDIG303A (2017),CUFDIG303A: Produce and prepare photo images (2017),,1,,,,,,2017,,,
,CUFDIG304A (2017),CUFDIG304A: Create visual design components (2017),,1,,,,,,2017,,,
,CUFDIG403A (2017),CUFDIG403A: Create user interfaces (2017),,1,,,,,,2017,,,
,CUFDRT501A (2017),CUFDRT501A: Direct rehearsals of performers (2017),,1,,,,,,2017,,,
,CUFIND301B (2017),CUFIND301B: Work effectively in the screen and media industries (2017),,1,,,,,,2017,,,
,CUFLGT301A (2017),"CUFLGT301A: Prepare, install and test lighting equipment (2017)",,1,,,,,,2017,,,
,CUFLGT302A (2017),CUFLGT302A: Record and operate standard lighting cues (2017),,1,,,,,,2017,,,
,CUFLGT303A (2017),CUFLGT303A: Install and operate follow spots (2017),,1,,,,,,2017,,,
,CUFLGT501A (2017),CUFLGT501A: Conceive and develop lighting designs (2017),,1,,,,,,2017,,,
,CUFMUP401A (2017),"CUFMUP401A: Design, apply and remove make-up (2017)",,1,,,,,,2017,,,
,CUFPPM404A (2017),CUFPPM404A: Create storyboards (2017),,1,,,,,,2017,,,
,CUFPPM408A (2017),CUFPPM408A: Compile production schedules (2017),,1,,,,,,2017,,,
,CUFPRP301A (2017),CUFPRP301A: Assemble and maintain props (2017),,1,,,,,,2017,,,
,CUFRES201A (2017),CUFRES201A: Collect and organise content for broadcast or publication (2017),,1,,,,,,2017,,,
,CUFRES401A (2017),CUFRES401A: Conduct research (2017),,1,,,,,,2017,,,
,CUFSET301A (2017),CUFSET301A: Assemble and maintain sets (2017),,1,,,,,,2017,,,
,CUFSOU301A (2017),CUFSOU301A: Prepare audio assets (2017),,1,,,,,,2017,,,
,CUFWRT301A (2017),CUFWRT301A: Write content for a range of media (2017),,1,,,,,,2017,,,
,CUFWRT402A (2017),CUFWRT402A: Write extended stories (2017),,1,,,,,,2017,,,
,CUFWRT501A (2017),CUFWRT501A: Develop storylines and treatments (2017),,1,,,,,,2017,,,
,CUSIND302A (2017),CUSIND302A: Plan a career in the creative arts industry (2017),,1,,,,,,2017,,,
,CUSOHS301A (2017),CUSOHS301A: Follow occupational health and safety procedures (2017),,1,,,,,,2017,,,
,CUSSOU301A (2017),CUSSOU301A: Provide sound reinforcement (2017),,1,,,,,,2017,,,
,CUSSOU303A (2017),CUSSOU303A: Set up and disassemble audio equipment (2017),,1,,,,,,2017,,,
,CUSSOU403A (2017),CUSSOU403A: Perform advanced sound editing (2017),,1,,,,,,2017,,,
,CUSSOU501A (2017),CUSSOU501A: Develop sound designs (2017),,1,,,,,,2017,,,
,CUSSOU503A (2017),CUSSOU503A: Implement sound designs (2017),,1,,,,,,2017,,,
,CUVACD101A (2017),CUVACD101A: Use basic drawing techniques (2017),,1,,,,,,2017,,,
,CUVACD301A (2017),CUVACD301A: Produce drawings to communicate ideas (2017),,1,,,,,,2017,,,
,CUVACD303A (2017),CUVACD303A: Produce technical drawings (2017),,1,,,,,,2017,,,
,CUVACD401A (2017),CUVACD401A: Integrate colour theory and design processes (2017),,1,,,,,,2017,,,
,CUVACD501A (2017),CUVACD501A: Refine drawing and other visual representation tools (2017),,1,,,,,,2017,,,
,CUVACD502A (2017),CUVACD502A: Create observational drawings (2017),,1,,,,,,2017,,,
,CUVACD503A (2017),CUVACD503A: Select and refine a specialised drawing technique (2017),,1,,,,,,2017,,,
,CUVACD506A (2017),CUVACD506A: Refine 2-D design ideas and processes (2017),,1,,,,,,2017,,,
,CUVACD507A (2017),CUVACD507A: Refine 3-D design ideas and processes (2017),,1,,,,,,2017,,,
,CUVACD512A (2017),CUVACD512A: Work with photomedia in creative practice (2017),,1,,,,,,2017,,,
,CUVACD601A (2017),CUVACD601A: Extend professional expertise with drawing and other visual representation tools (2017),,1,,,,,,2017,,,
,CUVATS101A (2017),CUVATS101A: Develop understanding of own Aboriginal or Torres Strait Islander identity (2017),,1,,,,,,2017,,,
,CUVDIG201A (2017),CUVDIG201A: Develop digital imaging skills (2017),,1,,,,,,2017,,,
,CUVDIG301A (2017),CUVDIG301A: Produce digital images (2017),,1,,,,,,2017,,,
,CUVDIG401A (2017),CUVDIG401A: Experiment with techniques to enhance digital images (2017),,1,,,,,,2017,,,
,CUVDRA401A (2017),CUVDRA401A: Experiment with techniques to produce drawings (2017),,1,,,,,,2017,,,
,CUVDRA501A (2017),CUVDRA501A: Refine drawing techniques (2017),,1,,,,,,2017,,,
,CUVGRD301A (2017),CUVGRD301A: Prepare files for publication (2017),,1,,,,,,2017,,,
,CUVGRD302A (2017),CUVGRD302A: Use typography techniques (2017),,1,,,,,,2017,,,
,CUVGRD401A (2017),CUVGRD401A: Research and apply graphic design techniques (2017),,1,,,,,,2017,,,
,CUVGRD501A (2017),CUVGRD501A: Research visual communication history and theory (2017),,1,,,,,,2017,,,
,CUVGRD502A (2017),CUVGRD502A: Produce graphic designs for 2-D and 3-D applications (2017),,1,,,,,,2017,,,
,CUVGRD503A (2017),CUVGRD503A: Produce typographic design solutions (2017),,1,,,,,,2017,,,
,CUVGRD504A (2017),CUVGRD504A: Create and manipulate graphics (2017),,1,,,,,,2017,,,
,CUVGRD505A (2017),CUVGRD505A: Design and manipulate complex layouts (2017),,1,,,,,,2017,,,
,CUVGRD506A (2017),CUVGRD506A: Develop graphic design practice to meet industry needs (2017),,1,,,,,,2017,,,
,CUVILL401A (2017),CUVILL401A: Research and apply techniques for illustrative work (2017),,1,,,,,,2017,,,
,CUVIND401A (2017),CUVIND401A: Communicate effectively with arts professionals (2017),,1,,,,,,2017,,,
,CUVJWL201A (2017),CUVJWL201A: Develop jewellery-making skills (2017),,1,,,,,,2017,,,
,CUVPAI201A (2017),CUVPAI201A: Develop painting skills (2017),,1,,,,,,2017,,,
,CUVPAI401A (2017),CUVPAI401A: Experiment with techniques to produce paintings (2017),,1,,,,,,2017,,,
,CUVPAI501A (2017),CUVPAI501A: Refine painting techniques (2017),,1,,,,,,2017,,,
,CUVPHI302A (2017),CUVPHI302A: Capture photographic images (2017),,1,,,,,,2017,,,
,CUVPHI404A (2017),"CUVPHI404A: Enhance, manipulate and output photo images (2017)",,1,,,,,,2017,,,
,CUVPHI530A (2017),CUVPHI530A: Prepare digital images for pre-press processing (2017),,1,,,,,,2017,,,
,CUVPRI201A (2017),CUVPRI201A: Develop printmaking skills (2017),,1,,,,,,2017,,,
,CUVPRP201A (2017),CUVPRP201A: Make Simple Creative Work (2017),,1,,,,,,2017,,,
,CUVPRP203A (2017),CUVPRP203A: Store finished creative work (2017),,1,,,,,,2017,,,
,CUVPRP303A (2017),CUVPRP303A: Select and prepare creative work for exhibition (2017),,1,,,,,,2017,,,
,CUVPRP304A (2017),CUVPRP304A: Participate in collaborative creative projects (2017),,1,,,,,,2017,,,
,CUVPRP401A (2017),CUVPRP401A: Realise a creative project (2017),,1,,,,,,2017,,,
,CUVPRP404A (2017),CUVPRP404A: Develop self as artist (2017),,1,,,,,,2017,,,
,CUVPRP501A (2017),CUVPRP501A: Realise a body of creative work (2017),,1,,,,,,2017,,,
,CUVPRP502A (2017),CUVPRP502A: Prepare for sustainable professional practice (2017),,1,,,,,,2017,,,
,CUVPRP503A (2017),CUVPRP503A: Present a body of own creative work (2017),,1,,,,,,2017,,,
,CUVPRP505A (2017),CUVPRP505A: Establish and maintain safe professional practice (2017),,1,,,,,,2017,,,
,CUVPRP601A (2017),CUVPRP601A: Originate a body of independent creative work (2017),,1,,,,,,2017,,,
,CUVPRP603A (2017),CUVPRP603A: Engage in the business of creative practice (2017),,1,,,,,,2017,,,
,CUVPRP604A (2017),CUVPRP604A: Publicly present a body of own creative work (2017),,1,,,,,,2017,,,
,CUVPRP605A (2017),CUVPRP605A: Evolve ideas for professional creative work (2017),,1,,,,,,2017,,,
,CUVPRP606A (2017),CUVPRP606A: Extend expertise in a specialised art form to professional level (2017),,1,,,,,,2017,,,
,CUVRES201A (2017),CUVRES201A: Source and use information relevant to own arts practice (2017),,1,,,,,,2017,,,
,CUVRES501A (2017),CUVRES501A: Critique cultural works (2017),,1,,,,,,2017,,,
,CUVRES502A (2017),CUVRES502A: Analyse cultural history and theory (2017),,1,,,,,,2017,,,
,CUVRES601A (2017),CUVRES601A: Extend cultural research expertise (2017),,1,,,,,,2017,,,
,CUVSCU201A (2017),CUVSCU201A: Develop sculptural skills (2017),,1,,,,,,2017,,,
,CUVSCU502A (2017),CUVSCU502A: Investigate sculptural materials and processes (2017),,1,,,,,,2017,,,
,CUVTEX201A (2017),CUVTEX201A: Develop skills in textile work (2017),,1,,,,,,2017,,,
,CUVWOO201A (2017),CUVWOO201A: Develop woodworking skills (2017),,1,,,,,,2017,,,
,DRA (2017),DRA: Drainage (2017),,1,,,,,,2017,,,
,DWTAIM507A (2017),DWTAIM507A: Analyse the influence of micro-organisms on wine production (2017),,1,,,,,,2017,,,
,DWTAPE508A (2017),DWTAPE508A: Apply principles of wine engineering (2017),,1,,,,,,2017,,,
,DWTAWC506A (2017),DWTAWC506A: Analyse wine chemistry (2017),,1,,,,,,2017,,,
,DWTAWQ502A (2017),DWTAWQ502A: Appraise wine quality (2017),,1,,,,,,2017,,,
,DWTDWD511A (2017),DWTDWD511A: Develop winery design and storage strategies (2017),,1,,,,,,2017,,,
,DWTEVP510A (2017),DWTEVP510A: Evaluate vineyard and winery practices (2017),,1,,,,,,2017,,,
,DWTMHF504A (2017),DWTMHF504A: Manage wine grape handling and fermentation (2017),,1,,,,,,2017,,,
,DWTMPF509A (2017),DWTMPF509A: Manage the post fermentation process (2017),,1,,,,,,2017,,,
,DWTRES501A (2017),DWTRES501A: Research and evaluate wine grape production and wine processing systems (2017),,1,,,,,,2017,,,
,FDFAU4003A (2017),FDFAU4003A: Conduct food safety audits (2017),,1,,,,,,2017,,,
,FDFAU4006A (2017),FDFAU4006A: Audit a cook chill process (2017),,1,,,,,,2017,,,
,FDFBP2011A (2017),FDFBP2011A: Operate the palletising process (2017),,1,,,,,,2017,,,
,FDFCD2003A (2017),FDFCD2003A: Evaluate wines (standard) (2017),,1,,,,,,2017,,,
,FDFCEL2001A (2017),FDFCEL2001A: Perform oak handling activities (2017),,1,,,,,,2017,,,
,FDFCEL2002A (2017),FDFCEL2002A: Perform fermentation operations (2017),,1,,,,,,2017,,,
,FDFCEL2005A (2017),FDFCEL2005A: Operate the pressing process (2017),,1,,,,,,2017,,,
,FDFCEL2008A (2017),FDFCEL2008A: Perform dual column distillation (continuous still brandy) operations (2017),,1,,,,,,2017,,,
,FDFCEL2010A (2017),FDFCEL2010A: Operate the fine filtration process (2017),,1,,,,,,2017,,,
,FDFCEL2016A (2017),FDFCEL2016A: Operate the crushing process (2017),,1,,,,,,2017,,,
,FDFCEL2017A (2017),FDFCEL2017A: Prepare and make additions and finings (2017),,1,,,,,,2017,,,
,FDFCEL2018A (2017),FDFCEL2018A: Carry out inert gas handling operations (2017),,1,,,,,,2017,,,
,FDFCEL2019A (2017),FDFCEL2019A: Carry out transfer operations (2017),,1,,,,,,2017,,,
,FDFCEL3001A (2017),FDFCEL3001A: Perform second distillation (pot still brandy) operations (2017),,1,,,,,,2017,,,
,FDFCEL3002A (2017),FDFCEL3002A: Operate the continuous clarification by separation (flotation) process (2017),,1,,,,,,2017,,,
,FDFCH4002A (2017),FDFCH4002A: Produce acid-coagulated soft cheeses (2017),,1,,,,,,2017,,,
,FDFCH4003A (2017),FDFCH4003A: Produce a range of rennet-coagulated cheeses (2017),,1,,,,,,2017,,,
,FDFCH4004A (2017),FDFCH4004A: Produce acid/heat-coagulated cheeses (2017),,1,,,,,,2017,,,
,FDFDP2004A (2017),FDFDP2004A: Operate a cooling and hardening process (2017),,1,,,,,,2017,,,
,FDFFS1001A (2017),FDFFS1001A: Follow work procedures to maintain food safety (2017),,1,,,,,,2017,,,
,FDFFS2001A (2017),FDFFS2001A: Implement the food safety program and procedures (2017),,1,,,,,,2017,,,
,FDFFS3001A (2017),FDFFS3001A: Monitor the implementation of quality and food safety programs (2017),,1,,,,,,2017,,,
,FDFFS4001A (2017),FDFFS4001A: Supervise and maintain a food safety plan (2017),,1,,,,,,2017,,,
,FDFFS5001A (2017),FDFFS5001A: Develop a HACCP-based food safety plan (2017),,1,,,,,,2017,,,
,FDFFST4002A (2017),FDFFST4002A: Monitor the development and implementation of a food QA system (2017),,1,,,,,,2017,,,
,FDFFST4004A (2017),FDFFST4004A: Perform microbiological procedures in the food industry (2017),,1,,,,,,2017,,,
,FDFFST4007A (2017),FDFFST4007A: Establish operational requirements for a food processing enterprise (2017),,1,,,,,,2017,,,
,FDFFST4010A (2017),FDFFST4010A: Apply sensory analysis in food processing (2017),,1,,,,,,2017,,,
,FDFFST4011A (2017),FDFFST4011A: Apply the principles of nutrition to food processing (2017),,1,,,,,,2017,,,
,FDFFST4012A (2017),FDFFST4012A: Apply water management principles to the food industry (2017),,1,,,,,,2017,,,
,FDFFST4020A (2017),FDFFST4020A: Implement and review the processing of market milk and related products (2017),,1,,,,,,2017,,,
,FDFFST5001A (2017),FDFFST5001A: Monitor refrigeration and air conditioning systems in food processing (2017),,1,,,,,,2017,,,
,FDFFST5002A (2017),FDFFST5002A: Identify and implement required process control for a food processing operation (2017),,1,,,,,,2017,,,
,FDFFST5003A (2017),FDFFST5003A: Construct a process control chart for a food processing operation (2017),,1,,,,,,2017,,,
,FDFFST5004A (2017),FDFFST5004A: Specify and monitor the nutritional value of processed foods (2017),,1,,,,,,2017,,,
,FDFFST5005A (2017),FDFFST5005A: Identify the biochemical properties of food (2017),,1,,,,,,2017,,,
,FDFFST5006A (2017),FDFFST5006A: Apply food microbiological techniques and analysis (2017),,1,,,,,,2017,,,
,FDFFST5023A (2017),FDFFST5023A: Implement and review the production of milk fat products (2017),,1,,,,,,2017,,,
,FDFFST5024A (2017),FDFFST5024A: Implement and review the production of fermented dairy products and dairy desser (2017),,1,,,,,,2017,,,
,FDFFST5025A (2017),FDFFST5025A: Implement and review the production of concentrated and dried dairy products (2017),,1,,,,,,2017,,,
,FDFFST5026A (2017),FDFFST5026A: Implement and review the production of ice creams and frozen dairy products (2017),,1,,,,,,2017,,,
,FDFFST5027A (2017),FDFFST5027A: Implement and review the production of milk and related products by the membrane (2017),,1,,,,,,2017,,,
,FDFFST5030A (2017),"FDFFST5030A: Develop, manage and maintain quality systems for food processing (2017)",,1,,,,,,2017,,,
,FDFLAB2001A (2017),FDFLAB2001A: Perform basic analytical tests (2017),,1,,,,,,2017,,,
,FDFLAB2006A (2017),FDFLAB2006A: Record laboratory data (2017),,1,,,,,,2017,,,
,FDFLAB2011A (2017),FDFLAB2011A: Use basic laboratory equipment (2017),,1,,,,,,2017,,,
,FDFOHS1001A (2017),FDFOHS1001A: Work Safely (2017),,1,,,,,,2017,,,
,FDFOHS2001A (2017),FDFOHS2001A: Participate in OHS processes (2017),,1,,,,,,2017,,,
,FDFOHS3001A (2017),FDFOHS3001A: Contribute to OHS processes (2017),,1,,,,,,2017,,,
,FDFOHS4002A (2017),FDFOHS4002A: Maintain OHS processes (2017),,1,,,,,,2017,,,
,FDFOP1001A (2017),FDFOP1001A: Pack or unpack product manually (2017),,1,,,,,,2017,,,
,FDFOP1003A (2017),FDFOP1003A: Carry out manual handling tasks (2017),,1,,,,,,2017,,,
,FDFOP1005A (2017),FDFOP1005A: Operate basic equipment (2017),,1,,,,,,2017,,,
,FDFOP1006A (2017),FDFOP1006A: Monitor process operation (2017),,1,,,,,,2017,,,
,FDFOP1007A (2017),FDFOP1007A: Participate effectively in a workplace environment (2017),,1,,,,,,2017,,,
,FDFOP1009A (2017),FDFOP1009A: Follow work procedures to maintain quality (2017),,1,,,,,,2017,,,
,FDFOP1010A (2017),FDFOP1010A: Communicate workplace information (2017),,1,,,,,,2017,,,
,FDFOP2001A (2017),FDFOP2001A: Work effectively in the food processing industry (2017),,1,,,,,,2017,,,
,FDFOP2002A (2017),FDFOP2002A: Inspect and sort materials and product (2017),,1,,,,,,2017,,,
,FDFOP2003A (2017),FDFOP2003A: Clean equipment in place (2017),,1,,,,,,2017,,,
,FDFOP2004A (2017),FDFOP2004A: Clean and sanitise equipment (2017),,1,,,,,,2017,,,
,FDFOP2007A (2017),FDFOP2007A: Work in a freezer storage area (2017),,1,,,,,,2017,,,
,FDFOP2011A (2017),FDFOP2011A: Conduct routine maintenance (2017),,1,,,,,,2017,,,
,FDFOP2013A (2017),FDFOP2013A: Apply sampling procedures (2017),,1,,,,,,2017,,,
,FDFOP2015A (2017),FDFOP2015A: Apply principles of statistical process control (2017),,1,,,,,,2017,,,
,FDFOP2018A (2017),FDFOP2018A: Operate a case packing process (2017),,1,,,,,,2017,,,
,FDFOP2020A (2017),"FDFOP2020A: Operate a form, fill and seal process (2017)",,1,,,,,,2017,,,
,FDFOP2023A (2017),FDFOP2023A: Operate a packaging process (2017),,1,,,,,,2017,,,
,FDFOP2027A (2017),FDFOP2027A: Dispense non-bulk ingredients (2017),,1,,,,,,2017,,,
,FDFOP2028A (2017),FDFOP2028A: Operate a mixing or blending process (2017),,1,,,,,,2017,,,
,FDFOP2030A (2017),FDFOP2030A: Operate a process control interface (2017),,1,,,,,,2017,,,
,FDFOP2040A (2017),FDFOP2040A: Operate a heat treatment process (2017),,1,,,,,,2017,,,
,FDFOP2041A (2017),FDFOP2041A: Operate a mixing or blending and cooking process (2017),,1,,,,,,2017,,,
,FDFOP2043A (2017),FDFOP2043A: Operate an homogenising process (2017),,1,,,,,,2017,,,
,FDFOP2045A (2017),FDFOP2045A: Operate pumping equipment (2017),,1,,,,,,2017,,,
,FDFOP2050A (2017),FDFOP2050A: Operate a separation process (2017),,1,,,,,,2017,,,
,FDFOP2059A (2017),FDFOP2059A: Operate a continuous freezing process (2017),,1,,,,,,2017,,,
,FDFOP2061A (2017),FDFOP2061A: Use numerical applications in the workplace (2017),,1,,,,,,2017,,,
,FDFOP2063A (2017),FDFOP2063A: Apply quality systems and procedures (2017),,1,,,,,,2017,,,
,FDFOP2064A (2017),FDFOP2064A: Provide and apply workplace information (2017),,1,,,,,,2017,,,
,FDFOP3002A (2017),FDFOP3002A: Set up a production or packaging line for operation (2017),,1,,,,,,2017,,,
,FDFOP3003A (2017),FDFOP3003A: Operate inter-related processes in a production system (2017),,1,,,,,,2017,,,
,FDFOP3004A (2017),FDFOP3004A: Operate inter-related processes in a packaging system (2017),,1,,,,,,2017,,,
,FDFPPL2001A (2017),FDFPPL2001A: Participate in work teams and groups (2017),,1,,,,,,2017,,,
,FDFPPL3001A (2017),FDFPPL3001A: Participate in improvement processes (2017),,1,,,,,,2017,,,
,FDFPPL3002A (2017),FDFPPL3002A: Report on workplace performance (2017),,1,,,,,,2017,,,
,FDFPPL3003A (2017),FDFPPL3003A: Support and mentor individuals and groups (2017),,1,,,,,,2017,,,
,FDFPPL3004A (2017),FDFPPL3004A: Lead work teams and groups (2017),,1,,,,,,2017,,,
,FDFPPL3005A (2017),FDFPPL3005A: Participate in an audit process (2017),,1,,,,,,2017,,,
,FDFPPL4008A (2017),FDFPPL4008A: Manage internal audits (2017),,1,,,,,,2017,,,
,FDFRB1001A (2017),FDFRB1001A: Finish products (2017),,1,,,,,,2017,,,
,FDFRB2001A (2017),FDFRB2001A: Form and fill pastry products (2017),,1,,,,,,2017,,,
,FDFRB2002A (2017),FDFRB2002A: Prepare fillings (2017),,1,,,,,,2017,,,
,FDFRB2003A (2017),FDFRB2003A: Produce meringue-based products (2017),,1,,,,,,2017,,,
,FDFRB2004A (2017),FDFRB2004A: Provide production assistance for bread products (2017),,1,,,,,,2017,,,
,FDFRB3001A (2017),FDFRB3001A: Produce pastry (2017),,1,,,,,,2017,,,
,FDFRB3002A (2017),FDFRB3002A: Produce bread dough (2017),,1,,,,,,2017,,,
,FDFRB3003A (2017),"FDFRB3003A: Produce sponge, cake and cookie batter (2017)",,1,,,,,,2017,,,
,FDFRB3004A (2017),FDFRB3004A: Decorate cakes and cookies (2017),,1,,,,,,2017,,,
,FDFRB3005A (2017),FDFRB3005A: Bake bread (2017),,1,,,,,,2017,,,
,FDFRB3006A (2017),"FDFRB3006A: Bake sponges, cakes and cookies (2017)",,1,,,,,,2017,,,
,FDFRB3007A (2017),FDFRB3007A: Bake pastry products (2017),,1,,,,,,2017,,,
,FDFRB3008A (2017),"FDFRB3008A: Store, handle and use frozen dough (2017)",,1,,,,,,2017,,,
,FDFRB3009A (2017),FDFRB3009A: Retard dough (2017),,1,,,,,,2017,,,
,FDFRB3010A (2017),FDFRB3010A: Process dough (2017),,1,,,,,,2017,,,
,FDFRB3011A (2017),FDFRB3011A: Diagnose and respond to product and process faults (bread) (2017),,1,,,,,,2017,,,
,FDFRB3012A (2017),"FDFRB3012A: Diagnose and respond to product and process faults (pastry, cake and cookies) (2017)",,1,,,,,,2017,,,
,FDFRB3013A (2017),FDFRB3013A: Produce artisan breads (2017),,1,,,,,,2017,,,
,FDFRB3014A (2017),FDFRB3014A: Produce sweet yeast products (2017),,1,,,,,,2017,,,
,FDFRB3015A (2017),FDFRB3015A: Produce and decorate gateaux and tortes (2017),,1,,,,,,2017,,,
,FDFRB3016A (2017),FDFRB3016A: Plan and schedule production for retail bakery (2017),,1,,,,,,2017,,,
,FDFRB3017A (2017),FDFRB3017A: Participate in product development (2017),,1,,,,,,2017,,,
,FDFRB4001A (2017),FDFRB4001A: Apply marketing principles to retail bakery (2017),,1,,,,,,2017,,,
,FDFRB4002A (2017),FDFRB4002A: Control bakery operations to meet quality and production requirements (2017),,1,,,,,,2017,,,
,FDFRB4008A (2017),FDFRB4008A: Set up sustainable baking operations (2017),,1,,,,,,2017,,,
,FDFTEC3001A (2017),FDFTEC3001A: Participate in a HACCP team (2017),,1,,,,,,2017,,,
